3918269,Ruijie（锐捷网络）,S8610E主机+双引擎+双网板+四电源
3918271,Ruijie（锐捷网络）,RG-N18014主机+双引擎+双网板+四电源
3918174,InforCube,IFC3216MS
3918186,InforCube,IFC3116IS
3918173,InforCube,IFC3224MS
3917934,云海麒麟,YH-A1610D
3917921,云海麒麟,YH-5210V3
3917920,云海麒麟,YH-5210V3
3917878,NetStor,NCS5000
3917883,NetStor,NRS2100
3917875,NetStor,NCS7000
3917907,Lenovo（联想）,Lenovo B6510
3917898,Lenovo（联想）,Lenovo VNX5800
3917803,网康,WK-NX340
3917802,网康,WK-NX310
3917614,迈普（MAIPU）,MyPower S3320-52TP
3917619,迈普（MAIPU）,MyPower S8900-08
3917613,迈普（MAIPU）,MyPower S3320-52TC
3917618,迈普（MAIPU）,MyPower S4220-52TC
3917620,迈普（MAIPU）,MyPower S6600A-08
3917625,迈普（MAIPU）,MyPower S12800-12
3917612,迈普（MAIPU）,MyPower S3120-52TC
3917617,迈普（MAIPU）,MyPower S4320-52TC
3917624,迈普（MAIPU）,MyPower S8900-16
3917616,迈普（MAIPU）,MyPower S4320-28FC
3917623,迈普（MAIPU）,MyPower S6600A-04
3917610,迈普（MAIPU）,MyPower S3220-52TF
3917615,迈普（MAIPU）,MyPower S3220-52TP
3917622,迈普（MAIPU）,MyPower S5820-52F
3917513,华为,OceanStor 5500 V3+128GB缓存
3917512,华为,CH121 V3-32GB+2*E5-2609V3处理器+32GB DDR4 内存
3917517,华为,OceanStor 5800 V3+256GB缓存+12*1.2TB SAS
3917504,华为,RH5885 V3+4*E7-4809处理器+32GB DDR4内存
3917511,华为,OceanStor 18500 V3+512GB 缓存
3917516,华为,RH5885H V3+4*E7-4809V3处理器+64GB DDR4 内存
3917508,华为,CH242 V3-4820+4*E7-4820V3处理器+64GB DDR4 内存
3917510,华为,CH220 V3+2*E5-2609V3处理器+32GB DDR4 内存
3917515,华为,OceanStor 5300 V3+64GB缓存
3917507,华为,CH242 V3-4809+4*E7-4809V3处理器+64GB DDR4内存
3917514,华为,CH121 V3-含刀片机箱+1*E5-2609V3处理器+16GB DDR4 内存
3917454,华为,SMC2.0-200
3917453,华为,SMC2.0-100
3917452,华为,SMC2.0-50
3917244,华为,NE40E-X8+3口万兆光口和24口千兆板+部分模块
3917243,华为,NE08E-S6+8千兆光口板+4口155MPOS板+部分模块
3917152,华为,CE6851-48S6Q-HI+4个40GE多模模块+24多模万兆模块
3917157,华为,CE12804S+24万兆光口板+12万兆多模模块
3917156,华为,CE12808S+48万兆光板+24万兆多模模块
3917155,华为, CE12812+48万兆电板+6口40GE板+6个40GE多模模块
3916945,蓝盾,蓝盾防火墙  BD-UltraFW-TG6404
3916856,超云,R8226 G10
3916855,超云,R8123 G10
3916866,超云,NS5000
3916565,华三（H3C）,H3C SecPath F1000（F1080主机+双电源）
3916577,华三（H3C）,H3C SecPath F1000 (F1060主机)
3916591,华三（H3C）,H3C SR6604主机+双主控+双电源
3916596,华三（H3C）,H3C SR8806-X-S主机+双主控+双电源
3916609,华三（H3C）,H3C UIS R190 G2(8LFF主机)
3916564,华三（H3C）,H3C SecPath F1000（F1070主机+双电源）
3916576,华三（H3C）,H3C SecPath F1000 (F1020主机)
3916595,华三（H3C）,H3C SR8804-X主机+双主控+双电源+4块交换网板
3916608,华三（H3C）,H3C UIS R690 G2【配置升级】
3916639,华三（H3C）,H3C S7506E-X主机+双主控+双电源
3916646,华三（H3C）,H3C S12508-S主机+双主控+双电源+4块交换网板
3916563,华三（H3C）,H3C SecPath F1050（F1050主机）
3916575,华三（H3C）,H3C SecPath F1000 (F1010主机)
3916594,华三（H3C）,H3C SR8803-X-S主机+双主控+双电源
3916607,华三（H3C）,H3C UIS R690 G2
3916638,华三（H3C）,H3C S7510E主机+双风扇+双电源
3916562,华三（H3C）,H3C SecPath F1000（F1030主机）
3916593,华三（H3C）,H3C SR6616主机+双主控+双电源
3916606,华三（H3C）,H3C S5130-52S-EI主机
3916566,华三（H3C）,H3C SecPath F5000（F5020主机+双电源）
3916592,华三（H3C）,H3C SR6608主机+双主控+双电源
3916440,DFT（迪菲特）,ES-5300-D
3916444,DFT（迪菲特）,ES-3351-S
3916267,斐讯,FS3552
3916274,斐讯,VSN6852
3916273,斐讯,FS7804
3916272,斐讯,FS7808
3916269,斐讯,FS5648
3916268,斐讯,FS5648
3916275,斐讯,VSN6648
3916262,MacroSAN（宏杉）,MS2500 G2-12S
3916261,MacroSAN（宏杉）,MS3300
3916260,MacroSAN（宏杉）,MS5520
3916265,MacroSAN（宏杉）,MS2500 G2-16A
3916264,MacroSAN（宏杉）,MS3000 G2
3916263,MacroSAN（宏杉）,MS2500 G2-25S
3916200,金电网安,网站防护系统V2.0-Y2010
3916201,金电网安,网站防护系统V2.0-Y4001
3732083,ZTE中兴,ZXCLOUD iROS
3732082,ZTE中兴,ZXCLOUD iRAI
3732081,ZTE中兴,ZXCLOUD iECS
3731594,网首（金商祺）,7.0推荐模块-不限节点
3731593,网首（金商祺）,7.0推荐模块-2000节点
3731592,网首（金商祺）,7.0推荐模块-1000节点
3731591,网首（金商祺）,7.0推荐模块-500节点
3731590,网首（金商祺）,7.0推荐模块-200节点
3731064,VMware （威睿）,VMware vSphere with Operations Management 企业增强版
3731062,VMware （威睿）,VMware vSphere with Operations Management 企业版
3731023,VMware （威睿）,vSphere for Horizon 企业版软件许可
3731014,VMware （威睿）,VMware vCenter for Horizon控制台软件许可
3731008,VMware （威睿）,VMware vSphere with Operations Management 标准版
3731007,VMware （威睿）,VMware vSphere with Operations Management 企业版
3731006,VMware （威睿）,VMware vCenter Server 5 标准版软件许可
3731005,VMware （威睿）,VMware vSphere 5 企业增强版软件许可
3731004,VMware （威睿）,VMware vSphere 5 企业版软件许可
3730979,鹏云,鹏云分布式虚拟化存储软件系统1.0版本
3730676,紫光,紫光云计算机虚拟化管理平台软件V1.0
3730604,易云,Eayun云计算平台V2.0
3730571,微软（Microsoft）,F2R-00011 VDIStew/oMDOP SNGL SubsVL MVL PerDvc
3730570,微软（Microsoft）,E9R-00011 VDIStew/MDOP SNGL SubsVL MVL PerDvc
3730529,联软科技,IT安全运维管理软件v3.5.1 - UNXG-2050
3730528,联软科技,IT安全运维管理软件v3.5.1 - UNXG-2020
3730347,LanEasy（中科朗易） ,OMS-BASE-N500
3730202,乐天洪信,乐天洪信云应用系统V1.0
3730199,乐天洪信,乐天洪信云管理系统v1.0
3730192,乐天洪信,乐天洪信桌面云系统V1.0
3730181,乐天洪信,乐天洪信服务器虚拟化系统V1.0
3729916,创多软件,TP-BOX云管理
3729908,创多软件,TP-BOX虚拟化云平台每桌面
3729904,创多软件,TP-BOX服务器虚拟化系统每服务器
3729876,新思云创,虚拟化桌面云v1.0
3729686,Deepin（深度）,深度服务器操作系统V1.0
3729583,京华丰云,v4.2
3729472,SanLogic（闪龙）,闪龙云管理平台软件（V1.0）
3729469,SanLogic（闪龙）,闪龙虚拟机管理系统软件（V1.0）
3729370,爱数,备份软件GP5.0 Vmware vSphere 备份保护套件
3729311,网御,网御安全管理系统V3.0 Leadsec-BSM-O-MOD
3729306,网御,网御安全管理系统V3.0 Leadsec-BSM-G-MOD
3729265,网御,网御安全管理系统V3.0 Leadsec-BSM-C-MOD
3729032,智网,UniDR-S6000
3729022,智网,统一容灾V3.0   UniDR-BS8000
3729020,智网,统一容灾V3.0 UniDR-BS7000
3729018,智网,统一容灾V3.0   UniDR-BS5000
3729016,智网,统一容灾V3.0     UniDR-BS2000
3729015,智网,统一容灾V3.0  UniDR-BS1000
3728874,PIGOSS BSM Vmware ESX/ESXi虚拟化运行展现及监控,PIGOSS-MOD(选配件)
3728873,PIGOSS BSM Vmware ESX/ESXi虚拟化运行展现及监控,PIGOSS-BSM-STV-V200
3728872,PIGOSS BSM Vmware ESX/ESXi虚拟化运行展现及监控,PIGOSS-BSM-STV-V50
3728871,PIGOSS BSM Vmware ESX/ESXi虚拟化运行展现及监控,PIGOSS-BSM-STV-V20
3728870,PIGOSS BSM Vmware ESX/ESXi虚拟化运行展现及监控,PIGOSS-BSM-VMware-V25
3728586,麒麟（Kylin）,麒麟安全云桌面系统V7.1
3728460,思杰citrix,Citrix XenServer Platinum 6.2（Citrix虚拟服务器软件铂金版）三年服务
3728459,思杰citrix,Citrix XenDesktop Enterprise 7.5（Citrix虚拟桌面企业版）一年服务
3728458,思杰citrix,Citrix XenDesktop Platinum7.5（Citrix虚拟桌面铂金版）一年服务
3728457,思杰citrix,Citrix XenServer Platinum 6.2（Citrix虚拟服务器软件铂金版）一年服务
3728455,思杰citrix,Citrix XenDesktop Enterprise 7.5（Citrix虚拟桌面企业版）三年服务
3728451,思杰citrix,Citrix XenApp Platinum 7.5（Citrix虚拟应用铂金版）一年服务
3728446,思杰citrix,Citrix XenApp Enterprise 7.5（Citrix虚拟应用企业版）三年服务
3728445,思杰citrix,Citrix XenApp Platinum 7.5（Citrix虚拟应用铂金版）一年服务
3728442,思杰citrix,Citrix XenApp Platinum 7.5（Citrix虚拟应用铂金版）三年服务
3728441,思杰citrix,Citrix XenApp Enterprise 7.5（Citrix虚拟应用企业版）一年服务
3728341,华胜天成摩卡,华胜天成摩卡酷点综合管理系统 V7.6.0（支持50节点）
3728216,卫士通,安全桌面云WST-R5
3728213,超云,超云云管理操作系统SCOS 高级版-私有云
3728212,超云,超云云管理操作系统SCOS 标准版 
3728209,超云,超云云管理操作系统SCOS 基本版 
3728207,超云,超云云基础架构管理系统(icenter)
3728203,超云,超云云计算服务器管理软件(虚拟化)
3727799,WayCloud（蔚云）,蔚云云计算平台(WayCloud Platform) v2.0
3727537,拓林思,拓林思高可用服务器操作系统软件V11.0     含5*8 1年基本服务  
3727525,拓林思,拓林思企业级服务器操作系统软件V11.0    含5*8 1年基本服务
3727431,天融信,TSM-TopDesk-TVS100
3727215,阿里云,v1.0
3727214,阿里云,（每颗CPU）
3727150,中科云,1.0
3727142,中科云,1.0
3726891,和信,标准版（V3.0）
3726818,中标麒麟（NeoKylin）,中标麒麟安全云操作系统软件V6.0
3726817,中标麒麟（NeoKylin）,中标麒麟安全云虚拟桌面套件软件V6.0
3726814,中标麒麟（NeoKylin）,中标麒麟虚拟化平台软件V6.0
3726654,普华i-VirtualApp,普华i-VirtualApp交互系统应用软件V4.0
3726641,普华虚拟化软件,普华i-SMBCloud虚拟化系统平台软件V6.0
3726638,圣博润,V4.0（每客户端）
3726493,万里红,万里红运维安全管理系统
3726226,北信源,北信源桌面虚拟化系统V2.0
3726224,北信源,北信源虚拟化安全管理平台软件V2.0
3726223,北信源,北信源虚拟终端管理系统V2.0（专业版）
3726221,北信源,北信源虚拟终端管理系统V2.0（基础版）
3726025,DCN,DCC-VDS
3726024,DCN,DCC-VSS
3726023,椒图,椒图主机安全环境系统（Unix包括：hp、IBM、sun）
3726022,椒图,椒图主机安全环境系统（linux）
3726021,椒图,椒图主机安全环境系统（Windows）
3725938,Halsign（红山）,红山云终端软件vTop V5.2企业增强版
3725937,Halsign（红山）,红山云终端软件vTop V5.2企业版
3725936,Halsign（红山）,红山虚拟化软件vGate V5.2 企业增强版
3725935,Halsign（红山）,红山虚拟化软件vGate V5.2 企业版
3725811,京东商城,京东弹性Map Reduce系统V1.0
3725740,威科乐恩,威科乐恩虚拟化系统WiEV_V6
3725726,威科乐恩,威科乐恩服务器Linux软件WiLinux_V6
3725698,方物软件fronware,Fronware vCenter 企业版
3725694,方物软件fronware,Fronware vCenter 高级版
3725693,方物软件fronware,Fronware vCenter 企业增强版
3725692,方物软件fronware,Fronware vAccess 基础版
3725691,方物软件fronware,Fronware vAccess 标准版
3725687,方物软件fronware,Fronware vAccess 高级版
3725682,方物软件fronware,Fronware vAccess 企业版
3725681,方物软件fronware,Fronware vServer 标准版
3725680,方物软件fronware,Fronware vServer 企业版
3725679,方物软件fronware,Fronware vServer 高级版
3725678,方物软件fronware,Fronware vServer 企业增强版
3725676,方物软件fronware,Fronware vCenter 标准版
3725253,易思捷,云管理平台软件UniCenter企业云版（3.2）
3725252,易思捷,桌面云管理平台软件UniView
3725250,易思捷,虚拟化管理平台软件UniCenter企业版(3.2)
3725248,易思捷,云计算节点管理软件UniServer(3.2)
3725170,Oracle（甲骨文）, ORACLE虚拟化套件 高级服务 多CPU版 1年7*24
3725139,石中剑,V1.0
3724859,浪潮,Inspur 云海OS基础版
3724858,浪潮,Inspur 云海OS高级版
3724854,浪潮,Inspur 云海OS标准版
3724838,浪潮,Inspur VMware vCenter Server 5 标准版管理软件
3724837,浪潮,Inspur VMware vSphere 5企业增强版
3724836,浪潮,Inspur VMware vSphere 5企业版
3724835,浪潮,Inspur iVirtual iCenter管理软件
3724834,浪潮,Inspur iVirtual iNode
3724814,华途,华途文档安全管理系统软件V4.0
3724717,Halsign（红山）,红山云管理软件HalsignCloud V5.2
3724716,艾斯蒙（ASSEM）,DSAT1000III/v3.6
3724665,勤智数码,OC ITM企业版
3724664,勤智数码,OC ITM高级版
3724663,勤智数码,OC ITM中级版
3724564,华三（H3C）,H3C iMC软件（资源自动化组件+包含QoS+SHM+2模板）
3724553,华三（H3C）,H3C CAS软件（vStor分布式存储系统企业增强版 10T磁盘License）
3724552,华三（H3C）,H3C CAS软件（vStor分布式存储系统企业增强版 1T磁盘License）
3724551,华三（H3C）,H3C CAS软件（vStor分布式存储系统企业版 10T磁盘License）
3724550,华三（H3C）,H3C CAS软件（vStor分布式存储系统企业版 1T磁盘License）
3724549,华三（H3C）,H3C CAS软件（S1020V虚拟交换机+4CPU License）
3724546,华三（H3C）,H3C CAS软件（S1010V虚拟交换机+2CPU License）
3724545,华三（H3C）,H3C CAS软件（S1020V虚拟交换机+2CPU License）
3724540,华三（H3C）,H3C CAS软件（S1010V虚拟交换机+4CPU License）
3724539,华三（H3C）,H3C CAS软件（虚拟化软件标准版32CPU License）
3724538,华三（H3C）,H3C CAS软件（云桌面 100用户License）
3724537,华三（H3C）,H3C CAS软件（云桌面 50用户License）
3724536,华三（H3C）,H3C CAS软件（云桌面 10用户License）
3724535,华三（H3C）,H3C CAS软件（虚拟化软件企业版32CPU License）
3724534,华三（H3C）,H3C CAS软件（虚拟化软件标准版8CPU License）
3724532,华三（H3C）,H3C CAS软件（虚拟化软件标准版+2CPU License）
3724529,华三（H3C）,H3C CAS软件（虚拟化软件企业版8CPU License）
3724528,华三（H3C）,H3C CAS软件（虚拟化软件企业版+2CPU License）
3724476,乾云MASSCLOUDS,乾云移动办公平台系统V2.0（企业版）
3724474,乾云MASSCLOUDS,乾云安全办公桌面系统V2.0（企业版）
3724467,乾云MASSCLOUDS,乾云虚拟应用系统V1.0（企业版）
3724466,乾云MASSCLOUDS,乾云虚拟服务器系统V1.0（企业版）
3724402,ChangHong,ChangHong QTM SAN 客户端 WSNSE-UFYZ-001A
3724293,数腾,VP-300
3724289,数腾,VP-600
3724240,INTPLE（引跑科技）,引跑智能安防云平台软件 SecCloud V3.0
3724223,INTPLE（引跑科技）,引跑云搜索引擎软件 SearchOne V2.0
3724207,INTPLE（引跑科技）,引跑虚拟化平台软件 ScaleOne V6.0
3724200,INTPLE（引跑科技）,引跑分布式空间数据库 GISOne V4.7
3724199,INTPLE（引跑科技）,引跑DBOne分布式NoSQL数据库 V2.0
3724198,INTPLE（引跑科技）,引跑DBOne分布式关系型数据库 V2.0
3724196,INTPLE（引跑科技）,引跑单机版数据库系统 IDB V2.0
3723399,瑞星,瑞星虚拟化系统安全软件（For 桌面虚拟化）
3723398,瑞星,瑞星虚拟化系统安全软件（ For FusionSphere）
3723397,瑞星,瑞星虚拟化系统安全软件（For VMware）
3722890,EASTED（易讯通）,易讯通EASTED云计算虚拟化平台软件V5.0应用中心企业增强版
3722889,EASTED（易讯通）,易讯通EASTED云计算虚拟化平台软件V5.0应用中心企业版
3722887,EASTED（易讯通）,易讯通EASTED云计算虚拟化平台软件V5.0数据中心企业增强版
3722885,EASTED（易讯通）,易讯通EASTED云计算虚拟化平台软件V5.0数据中心企业版
3722883,EASTED（易讯通）,易迅通EASTED VIEW桌面虚拟化系统软件V3.0 VDI 企业增强版（按并发会话数授权）
3722881,EASTED（易讯通）,易迅通EASTED VIEW桌面虚拟化系统软件V3.0 VDI企业版（按并发会话数授权）
3722879,EASTED（易讯通）,易迅通EASTED VIEW桌面虚拟化系统软件V3.0企业增强版（按并发会话数授权）
3722871,EASTED（易讯通）,易迅通EASTED VIEW桌面虚拟化系统软件V3.0企业版（按并发会话数授权）
3722866,EASTED（易讯通）,易讯通EASTED ThinApp应用虚拟化系统V5.0企业增强版（按并发会话数授权）
3722860,EASTED（易讯通）,易讯通EASTED ThinApp应用虚拟化系统V5.0企业版（按并发会话数授权）
3722843,EASTED（易讯通）,易迅通EASTED VServer虚拟数据中心系统企业增强版（CPU）
3722825,EASTED（易讯通）,易迅通EASTED VServer虚拟数据中心系统企业版（CPU）
3722212,动联,动联身份认证软件－－运营版 
3722211,动联,动联身份认证软件－－企业版
3721874,奥云虚拟化平台（oCloud）,V4.5
3721488,SeaStor（海存志合）,SeaStor Resource Manager资源管理软件-VDS-WORKSPACE(100P)虚拟桌面平台软件 V1.0
3721486,SeaStor（海存志合）,SeaStor Resource Manager资源管理软件-VDS-WORKSPACE(10P)虚拟桌面平台软件 V1.0
3721481,SeaStor（海存志合）,SeaStor Resource Manager资源管理软件-VAS-FC(ENTP)虚拟应用平台软件 V1.0（2CPU增强版）
3721478,SeaStor（海存志合）,SeaStor Resource Manager资源管理软件-VAS-FC(ENT)虚拟应用平台软件 V1.0（2CPU版）
3918287,Ruijie（锐捷网络）,UDS2000-C
3918286,Ruijie（锐捷网络）,UDS2000-E
3918289,Ruijie（锐捷网络）,UDS2000-C(S)
3918288,Ruijie（锐捷网络）,UDS2000-E(S)
3731823,IBM,D56MTLL
3731822,IBM,D03WULL
3731809,IBM,D0LIFLL
3731804,IBM,D0LG3LL
3731068,VMware （威睿）,vCloud Suite 标准版
3731065,VMware （威睿）,vCenter Operations Management Suite 高级版
3731063,VMware （威睿）,vCenter Operations Management Suite 标准版
3730677,紫光,紫光云计算机快速部署软件V1.0
3730601,蓝海讯通,BlueWare 2.0
3730575,微软（Microsoft）,YJD-01095 CISStd SNGL LicSAPk MVL 2Proc
3730574,微软（Microsoft）,FUD-00956 CISDataCtr SNGL LicSAPk MVL 2Proc
3730573,微软（Microsoft）,T6L-00247 SysCtrDatactr SNGL SA MVL 2Proc
3730572,微软（Microsoft）,T6L-00246 SysCtrDatactr SNGL LicSAPk MVL 2Proc
3729867,久其政务,久其云报表平台
3729672,品高,品高基础架构云软件V1.0
3728973,Broadview,云计算运维管理平台（简称：Broadview CloudOSS）V6.0-云资源集中监控管理
3728969,Broadview, 云计算运维管理平台（简称：Broadview CloudOSS）V6.0-云资源自动化交付管理
3728968,Broadview, 云计算运维管理平台（简称：Broadview CloudOSS）V6.0-云资源配置管理
3728587,麒麟（Kylin）,麒麟云平台软件v1.0
3728215,超云,超云云安全管理系统 标准版
3728214,超云,超云云安全管理系统 基本版
3724544,华三（H3C）,H3C CAS软件（云管理平台企业增强版100MO License）
3724543,华三（H3C）,H3C CAS软件（云管理平台企业版50VM License）
3724542,华三（H3C）,H3C CAS软件（云管理平台企业增强版50MO License）
3724541,华三（H3C）,H3C CAS软件（云管理平台企业版10VM License）
3724477,乾云MASSCLOUDS,乾云云安全管理系统V1.0（企业版）
3724221,INTPLE（引跑科技）,引跑企业信息管理平台软件 BizLite V3.0
3724210,INTPLE（引跑科技）,引跑云计算业务支撑系统 MasterOne BSS V2.0
3724209,INTPLE（引跑科技）,引跑云计算运营支撑系统 MasterOne OSS V2.0
3722229,永中,永中云办公系统 V1.0
3721495,SeaStor（海存志合）,SeaStor Resource Manager资源管理软件-虚拟桌面集中管控平台软件 V1.0
3721492,SeaStor（海存志合）,SeaStor Resource Manager资源管理软件-虚拟应用集中管控平台软件 V1.0
3916899,天融信,TA-11809-DB
3916916,天融信,TA-11509-DB
3916915,天融信,TA-1109B-DB
3726515,万里红,万里红主机监控与审计系统
3726494,万里红,保密管理系统
3726016,迪思杰,迪思杰大型数据库集中统一审计管理平台软件V2.4
3725851,鼎信诺,风险管控与内部审计系统V1.6
3725849,鼎信诺,审计软件V6.0
3724986,西安达飞,达飞打印安全监控与审计系统V1.0网络版（1管理中心+50客户端）
3724985,西安达飞,达飞打印安全监控与审计系统V1.0单机版
3920629,任子行,RT2050
3920628,任子行,RT1020
3920729,Ruijie（锐捷网络）,RG-WALL 1600-X8500（配置2）
3920731,Ruijie（锐捷网络）,RG-WALL 1600-M6600（配置2）
3920762,太一星晨,T-Force 1000-GTM
3920772,太一星晨,T-Force 2000H-GTM
3920771,太一星晨,T-Force 2000-GTM
